camis,dba,boro,building,street,zipcode,phone,cuisine_description,inspection_date,action,critical_flag,record_date,inspection_type,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,violation_code,violation_description,score,grade,grade_date
50078965,OCEANVIEW BITES,Brooklyn,BOARDWALK,AT WEST 8TH STREET,11224,7187411426,American,2019-06-15T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,,,,,,,,,10I,"Single service item reused, improperly stored, dispensed; not used when required.",9.0,A,2019-06-15T00:00:00.000
50002431,DUE AMICI,Queens,,JFK INTERNATIONAL AIRPORT,11430,6464835087,Italian,2020-02-05T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,40.648312826068,-73.788281497594,,,,,,,10D,"Mechanical or natural ventilation system not provided,  improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",5.0,A,2020-02-05T00:00:00.000
50125420,MADE IN NEW YORK PIZZA,Manhattan,271 1/2,AMSTERDAM AVENUE,10023,5164597400,Pizza,2023-01-04T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Re-inspection,40.779017919773,-73.981310731227,,,,,,,04L,Evidence of mice or live mice in establishment's food or non-food areas.,13.0,A,2023-01-04T00:00:00.000
41612260,TROPICAL RESTAURANT,Queens,88-18/20,JAMAICA AVENUE,11421,7188468816,Mediterranean,2024-05-20T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,,,,,,,,,09B,Thawing procedure improper.,41.0,,
50091097,AA FLAGSHIP LOUNGE,Queens,,JFK AIRPORT,11430,7186790452,Other,2019-05-16T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,40.648312826068,-73.788281497594,,,,,,,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,46.0,,
41629692,DUNKIN,Queens,,JFK INTERNATIONAL AIRPORT,11430,3472191094,Donuts,2024-06-20T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,40.648312826068,-73.788281497594,,,,,,,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",33.0,,
50131689,SIDE BAR,Manhattan,,AMTRACK LEVEL,10001,7329952865,Bottled Beverages,2023-11-29T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,,,,,,,,,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",7.0,A,2023-11-29T00:00:00.000
50151229,HADO,Queens,13838/40,86TH AVE,11435,7185585758,Asian/Asian Fusion,2024-08-12T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,,,,,,,,,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",13.0,A,2024-08-12T00:00:00.000
50010248,CAFE GRUMPY,Manhattan,,LEXINGTON AVE,10017,2126612198,Coffee/Tea,2024-05-22T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,,,,,,,,,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",51.0,C,2024-05-22T00:00:00.000
50135176,MCDONALDS,Queens,,TERMINAL 1,11430,5165870171,Hamburgers,2024-08-28T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,,,,,,,,,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2.0,A,2024-08-28T00:00:00.000
50118684,SAITO,Manhattan,70 72,KENMARE ST,10012,6462809086,Japanese,2023-03-23T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,,,,,,,,,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",16.0,N,
50081660,FIVE BOROUGH FOOD EMPORIUM,Manhattan,,CENTRAL TERMINAL BUILDING,11371,7037237264,American,2024-01-25T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,,,,,,,,,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2.0,A,2024-01-25T00:00:00.000
50098605,ROSSI PIZZA,Queens,OOO,LAGUARDIA AIRPORT,11371,2159970667,Pizza,2024-10-30T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,40.774414029772,-73.877293351848,,,,,,,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",7.0,A,2024-10-30T00:00:00.000
50001777,AU BON PAIN,Queens,,JFK INTERNATIONAL AIRPORT,11430,7189176430,Soups/Salads/Sandwiches,2017-02-23T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,40.648312826068,-73.788281497594,,,,,,,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",25.0,,
50040311,DUNKIN,Queens,,JFK INTERNATIONAL AIRPORT,11430,7037237264,Donuts,2022-06-02T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,40.648312826068,-73.788281497594,,,,,,,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,0.0,N,
50132963,BREAKFAST BY SALT'S CURE,Manhattan,27 1/2,MORTON STREET,10014,4432266388,American,2024-05-28T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,40.731021738647,-74.004571518949,,,,,,,09E,Wash hands sign not posted near or above hand washing sink.,12.0,A,2024-05-28T00:00:00.000
50098605,ROSSI PIZZA,Queens,OOO,LAGUARDIA AIRPORT,11371,2159970667,Pizza,2022-10-27T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,40.774414029772,-73.877293351848,,,,,,,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,12.0,A,2022-10-27T00:00:00.000
50040311,DUNKIN,Queens,,JFK INTERNATIONAL AIRPORT,11430,7037237264,Donuts,2022-06-02T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,40.648312826068,-73.788281497594,,,,,,,04A,Food Protection Certificate not held by supervisor of food operations.,0.0,N,
50112968,DELICE MACARONS,Manhattan,321 1/2,AMSTERDAM AVENUE,10023,6469639913,Bakery Products/Desserts,2022-08-09T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,40.780645360257,-73.980129526749,,,,,,,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",25.0,,
41414797,(PUBLIC FARE) 81st street and central park west (Delacorte Theatre),Manhattan,,CENTRAL PARK WEST,10024,6467475354,American,2018-07-25T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,,,,,,,,,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,27.0,B,2018-07-25T00:00:00.000
50112968,DELICE MACARONS,Manhattan,321 1/2,AMSTERDAM AVENUE,10023,6469639913,Bakery Products/Desserts,2024-04-16T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,40.780645360257,-73.980129526749,,,,,,,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,7.0,A,2024-04-16T00:00:00.000
41521007,"PRIME TAVERN, DELTA TERMINAL",Queens,,US AIRWAYS TERMINAL,11371,7186566210,American,2017-09-14T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,,,,,,,,,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",9.0,A,2017-09-14T00:00:00.000
41612260,TROPICAL RESTAURANT,Queens,88-18/20,JAMAICA AVENUE,11421,7188468816,Mediterranean,2024-09-25T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,,,,,,,,,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",17.0,B,2024-09-25T00:00:00.000
50155025,MARY O'S IRISH SODA BREAD SHOP,Manhattan,93 1/2,EAST    7 STREET,10009,2125055611,Irish,2024-10-17T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Administrative Miscellaneous / Initial Inspection,40.726810422053,-73.985337431337,,,,,,,20-08,Failure to post or conspicuously post healthy eating information,,,
50058445,JAMBA JUICE,Manhattan,,AMTRAK LEVEL,10001,2126952602,"Juice, Smoothies, Fruit Salads",2022-01-14T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,,,,,,,,,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",12.0,A,2022-01-14T00:00:00.000
50118684,SAITO,Manhattan,70 72,KENMARE ST,10012,6462809086,Japanese,2023-03-23T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,,,,,,,,,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",16.0,N,
41612260,TROPICAL RESTAURANT,Queens,88-18/20,JAMAICA AVENUE,11421,7188468816,Mediterranean,2024-05-20T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,,,,,,,,,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",41.0,,
50010286,GRAND BANKS,Manhattan,,Park N. Moore St. at West S,10013,2126606312,Seafood,2022-06-21T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,,,,,,,,,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,12.0,A,2022-06-21T00:00:00.000
41612260,TROPICAL RESTAURANT,Queens,88-18/20,JAMAICA AVENUE,11421,7188468816,Mediterranean,2024-05-20T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,,,,,,,,,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,41.0,,
50135497,EAT PRETTY SWEETS,Manhattan,501 1/2,EAST   83 STREET,10028,6465908190,Bakery Products/Desserts,2023-09-14T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Pre-permit (Non-operational) / Initial Inspection,40.773828398358,-73.948193324494,,,,,,,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",7.0,N,
41570371,LAVAZZA ESPRESSO BAR,Queens,,JFK INTERNATIONAL AIRPORT,11430,7187511634,American,2017-04-19T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,40.648312826068,-73.788281497594,,,,,,,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,13.0,A,2017-04-19T00:00:00.000
50001777,AU BON PAIN,Queens,,JFK INTERNATIONAL AIRPORT,11430,7189176430,Soups/Salads/Sandwiches,2017-02-23T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,40.648312826068,-73.788281497594,,,,,,,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",25.0,,
50141787,VIP ONE,Queens,,TERMINAL 1,11430,7187511151,American,2024-08-28T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,,,,,,,,,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,7.0,A,2024-08-28T00:00:00.000
50017261,CAFE DE NOVO,Manhattan,94 1/2,GREENWICH STREET,10006,9175028199,American,2024-06-06T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,40.708077516357,-74.013551114642,,,,,,,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,17.0,,
